LocationID,BusinessName,Score,URL,Contact,Type,Category,Street,City,State,Zipcode,Country,Address,MapLink,SearchQuery
The+Vintage+Wine+Shoppe,The Vintage Wine Shoppe,4.8,http://vintagewineshoppe.net/,1 205-980-9995,Wine store,Other,201  Cahaba Park Cir,Birmingham,AL,35242,United States,"201  Cahaba Park Cir, Birmingham, AL 35242, United States",https://www.google.com/maps/place/The+Vintage+Wine+Shoppe/data=!4m7!3m6!1s0x888917b1e2aaaf1b:0x7388995bd4ad4b9d!8m2!3d33.4295171!4d-86.7064889!16s%2Fg%2F1xg5tfrz!19sChIJG6-q4rEXiYgRnUut1FuZiHM?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-251-1814,State liquor store,Other,1116  3rd Ave,Birmingham,AL,35203,United States,"1116  3rd Ave, Birmingham, AL 35203, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891b8b3d11373d:0xe174c7dbab79427b!8m2!3d33.5110725!4d-86.8186943!16s%2Fg%2F1tg5vtyt!19sChIJPTcRPYsbiYgRe0J5q9vHdOE?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.6,http://www.alabcboard.gov/,1 205-414-3087,State liquor store,Other,201  Rele St,Birmingham,AL,35223,United States,"201  Rele St, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x888919813c124607:0x566c593bf908477!8m2!3d33.486952!4d-86.7734723!16s%2Fg%2F1hc5zb6jg!19sChIJB0YSPIEZiYgRd4SQv5PFZgU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Vestavia+Package+Store,Vestavia Package Store,4.6,,1 205-823-8295,Liquor store,Retail,2970  Columbiana Rd,Birmingham,AL,35216,United States,"2970  Columbiana Rd, Birmingham, AL 35216, United States",https://www.google.com/maps/place/Vestavia+Package+Store/data=!4m7!3m6!1s0x888918bedbf55519:0xf8c24dddf22cd27d!8m2!3d33.4159418!4d-86.8064655!16s%2Fg%2F11c3svs8x4!19sChIJGVX1274YiYgRfdIs8t1Nwvg?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Beverage+Place,Beverage Place,4.1,,1 205-991-9664,Liquor store,Retail,155  Inverness Plaza,Birmingham,AL,35242,United States,"155  Inverness Plaza, Birmingham, AL 35242, United States",https://www.google.com/maps/place/Beverage+Place/data=!4m7!3m6!1s0x8889164a34abae0d:0xba0e64dee3142a71!8m2!3d33.419688!4d-86.697493!16s%2Fg%2F1wv_szz2!19sChIJDa6rNEoWiYgRcSoU495kDro?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Bottle+Stoppe,Bottle Stoppe,4.4,,1 205-836-7777,Liquor store,Retail,237  Gadsden Hwy,Birmingham,AL,35235,United States,"237  Gadsden Hwy, Birmingham, AL 35235, United States",https://www.google.com/maps/place/Bottle+Stoppe/data=!4m7!3m6!1s0x88890e3183656281:0x1bf2f37752f622da!8m2!3d33.5873523!4d-86.6959618!16s%2Fg%2F1tggv8qv!19sChIJgWJlgzEOiYgR2iL2Unfz8hs?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Classic+Wine+%26+Spirits,Classic Wine & Spirits,4.4,,1 205-731-0755,Liquor store,Retail,201  3rd Ave,Birmingham,AL,35204,United States,"201  3rd Ave, Birmingham, AL 35204, United States",https://www.google.com/maps/place/Classic+Wine+%26+Spirits/data=!4m7!3m6!1s0x88891c14462a157b:0x82466dda336d9f88!8m2!3d33.5061439!4d-86.83893!16s%2Fg%2F1vr3dygd!19sChIJexUqRhQciYgRiJ9tM9ptRoI?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Classic+Wine+Company,Classic Wine Company,4.9,http://www.classicwineco.com/,1 205-871-9463,Wine store,Other,1831  28th Ave  # 110,Birmingham,AL,35209,United States,"1831  28th Ave  # 110, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Classic+Wine+Company/data=!4m7!3m6!1s0x8889197b99ff2403:0x90c8c8118ef03333!8m2!3d33.4810911!4d-86.790505!16s%2Fg%2F1tkb5wfl!19sChIJAyT_mXsZiYgRMzPwjhHIyJA?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.6,http://www.alabcboard.gov/,1 205-661-3595,State liquor store,Other,1873  Gadsden Hwy,Birmingham,AL,35235,United States,"1873  Gadsden Hwy, Birmingham, AL 35235, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88890dafb3728f39:0x7ab85bfd6286c1f0!8m2!3d33.6075821!4d-86.6288183!16s%2Fg%2F12j6cc7ds!19sChIJOY9ys68NiYgR8MGGYv1buHo?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.4,http://www.alabcboard.gov/,1 205-251-9556,State liquor store,Other,1716  Finley Blvd,Birmingham,AL,35204,United States,"1716  Finley Blvd, Birmingham, AL 35204, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891c847cfe039f:0x481de81e5acb87ac!8m2!3d33.5415641!4d-86.8272554!16s%2Fg%2F1v3knv6b!19sChIJnwP-fIQciYgRrIfLWh7oHUg?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-833-0667,State liquor store,Other,9162   Parkway,Birmingham,AL,35206,United States,"9162   Parkway, Birmingham, AL 35206, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88890e32cefed62d:0xda0a34a5fd45f9f7!8m2!3d33.5877751!4d-86.70287!16s%2Fg%2F1v2gfjf1!19sChIJLdb-zjIOiYgR9_lF_aU0Cto?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Spirit+Express,Spirit Express,4.1,,1 205-923-6603,Liquor store,Retail,1518  Pearson Ave,Birmingham,AL,35211,United States,"1518  Pearson Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Spirit+Express/data=!4m7!3m6!1s0x88891e822165253d:0x21e46b45e25f1a6e!8m2!3d33.4866635!4d-86.8569076!16s%2Fg%2F1tpc8r59!19sChIJPSVlIYIeiYgRbhpf4kVr5CE?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Liquor,ABC Liquor,4.4,http://alabcboard.gov/,1 205-823-1774,Liquor store,Retail,1425  Montgomery Hwy,Birmingham,AL,35216,United States,"1425  Montgomery Hwy, Birmingham, AL 35216, United States",https://www.google.com/maps/place/ABC+Liquor/data=!4m7!3m6!1s0x888918ec872918ed:0xfde98bd1752e9909!8m2!3d33.4218601!4d-86.7966631!16s%2Fg%2F1tc_rsdy!19sChIJ7Rgph-wYiYgRCZkuddGL6f0?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Pink+Package+Store,Pink Package Store,3.5,https://m.facebook.com/pages/Pink-Package-Store/207546599344456,1 205-981-7465,Liquor store,Retail,4613  US-280,Birmingham,AL,35242,United States,"4613  US-280, Birmingham, AL 35242, United States",https://www.google.com/maps/place/Pink+Package+Store/data=!4m7!3m6!1s0x8889164cb1f7e4bf:0xf4c963d3db65fa16!8m2!3d33.4305431!4d-86.7097789!16s%2Fg%2F1tf6hdm2!19sChIJv-T3sUwWiYgRFvpl29NjyfQ?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Liquor+Shop,Liquor Shop,4.6,,1 205-747-0623,Liquor store,Retail,4851  Cahaba River Rd,Birmingham,AL,35243,United States,"4851  Cahaba River Rd, Birmingham, AL 35243, United States",https://www.google.com/maps/place/Liquor+Shop/data=!4m7!3m6!1s0x88891709b827f9bf:0x6a2e13723c296efe!8m2!3d33.4293572!4d-86.7303336!16s%2Fg%2F11rtmr5z9m!19sChIJv_knuAkXiYgR_m4pPHITLmo?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Mr.+Spirits,Mr. Spirits,4.2,,1 205-798-7078,Liquor store,Retail,1508  Forestdale Blvd,Birmingham,AL,35214,United States,"1508  Forestdale Blvd, Birmingham, AL 35214, United States",https://www.google.com/maps/place/Mr.+Spirits/data=!4m7!3m6!1s0x88891d59f54148c1:0x4dd9d2238c50183a!8m2!3d33.5663186!4d-86.8973891!16s%2Fg%2F11bz_10ck5!19sChIJwUhB9VkdiYgROhhQjCPS2U0?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.6,http://www.alabcboard.gov/,1 205-414-3087,State liquor store,Other,201  Rele St,Birmingham,AL,35223,United States,"201  Rele St, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x888919813c124607:0x566c593bf908477!8m2!3d33.486952!4d-86.7734723!16s%2Fg%2F1hc5zb6jg!19sChIJB0YSPIEZiYgRd4SQv5PFZgU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
HILLTOP+LIQUOR+%232,HILLTOP LIQUOR #2,4.1,,1 205-502-7453,Liquor store,Retail,1501  Pinson Valley Pkwy,Birmingham,AL,35217,United States,"1501  Pinson Valley Pkwy, Birmingham, AL 35217, United States",https://www.google.com/maps/place/HILLTOP+LIQUOR+%232/data=!4m7!3m6!1s0x888905776e955547:0xc0e44abc3cd7bcbb!8m2!3d33.5833259!4d-86.7735771!16s%2Fg%2F11rwfl5rmc!19sChIJR1WVbncFiYgRu7zXPLxK5MA?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABZ+Beverage,ABZ Beverage,3.6,https://www.facebook.com/pages/category/Wine--Beer---Spirits-Store/101233424926649/,1 205-945-1927,Liquor store,Retail,301  Commons Dr,Birmingham,AL,35209,United States,"301  Commons Dr, Birmingham, AL 35209, United States",https://www.google.com/maps/place/ABZ+Beverage/data=!4m7!3m6!1s0x88891f283d98b421:0x8c4e80fb8b898ecd!8m2!3d33.4419145!4d-86.8299834!16s%2Fg%2F1tgb83fd!19sChIJIbSYPSgfiYgRzY6Ji_uATow?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
The+Spot+@+280,The Spot @ 280,4.8,https://bottlezoo.com/store/bz_thespot,1 205-761-1010,Liquor store,Retail,4647  US-280  Suite Y,Birmingham,AL,35242,United States,"4647  US-280  Suite Y, Birmingham, AL 35242, United States",https://www.google.com/maps/place/The+Spot+@+280/data=!4m7!3m6!1s0x888917607703a7bf:0x25bf1d2621a11c49!8m2!3d33.4255783!4d-86.701468!16s%2Fg%2F11l6_9v26y!19sChIJv6cDd2AXiYgRSRyhISYdvyU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Vestavia+Package+Store,Vestavia Package Store,4.6,,1 205-823-8295,Liquor store,Retail,2970  Columbiana Rd,Birmingham,AL,35216,United States,"2970  Columbiana Rd, Birmingham, AL 35216, United States",https://www.google.com/maps/place/Vestavia+Package+Store/data=!4m7!3m6!1s0x888918bedbf55519:0xf8c24dddf22cd27d!8m2!3d33.4159418!4d-86.8064655!16s%2Fg%2F11c3svs8x4!19sChIJGVX1274YiYgRfdIs8t1Nwvg?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Hwy+280+Liquor+%26+Wine,Hwy 280 Liquor & Wine,5.0,https://www.facebook.com/share/15cxDEqDez/?mibextid=wwXIfr,,Liquor store,Retail,5510  US-280,Birmingham,AL,35242,United States,"5510  US-280, Birmingham, AL 35242, United States",https://www.google.com/maps/place/Hwy+280+Liquor+%26+Wine/data=!4m7!3m6!1s0x888917eacdcf5e75:0x2e56956a7904c7dc!8m2!3d33.4053655!4d-86.6648256!16s%2Fg%2F11wplq6xcg!19sChIJdV7PzeoXiYgR3McEeWqVVi4?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Minor+Package,Minor Package,4.1,,1 205-867-5309,Liquor store,Retail,1486  Minor Pkwy,Birmingham,AL,35224,United States,"1486  Minor Pkwy, Birmingham, AL 35224, United States",https://www.google.com/maps/place/Minor+Package/data=!4m7!3m6!1s0x8888e2ebf58c7541:0xfbcd5e304cca8e07!8m2!3d33.5515978!4d-86.9263039!16s%2Fg%2F11bzt7xs03!19sChIJQXWM9eviiIgRB47KTDBezfs?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Altadena+Spirits,Altadena Spirits,3.9,,1 205-438-6641,Liquor store,Retail,4704  Cahaba River Rd suite f,Birmingham,AL,35243,United States,"4704  Cahaba River Rd suite f, Birmingham, AL 35243, United States",https://www.google.com/maps/place/Altadena+Spirits/data=!4m7!3m6!1s0x888917866037577f:0x756d64d8f5dfcaee!8m2!3d33.4321255!4d-86.737828!16s%2Fg%2F1tt1h_2q!19sChIJf1c3YIYXiYgR7srf9dhkbXU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Toddies+Package+Store,Toddies Package Store,3.9,,1 205-879-1703,Liquor store,Retail,1919  28th Ave  # 108,Birmingham,AL,35209,United States,"1919  28th Ave  # 108, Homewood, AL 35209, United States",https://www.google.com/maps/place/Toddies+Package+Store/data=!4m7!3m6!1s0x8889197c0b0ef351:0xa00ceeba3780a778!8m2!3d33.4807958!4d-86.7877772!16s%2Fg%2F1tdwwg4w!19sChIJUfMOC3wZiYgReKeAN7ruDKA?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Beverage,ABC Beverage,4.6,https://alabcboard.gov/,1 205-995-2409,Liquor store,Retail,5275  US-280,Birmingham,AL,35242,United States,"5275  US-280, Birmingham, AL 35242, United States",https://www.google.com/maps/place/ABC+Beverage/data=!4m7!3m6!1s0x8889172f372860eb:0x40bcb5277258e71e!8m2!3d33.4220577!4d-86.6838844!16s%2Fg%2F11j93ln5q4!19sChIJ62AoNy8XiYgRHudYcie1vEA?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Cahaba+Spirits,Cahaba Spirits,3.3,,1 205-972-0222,Liquor store,Retail,3135  Cahaba Heights Rd,Birmingham,AL,35243,United States,"3135  Cahaba Heights Rd, Vestavia Hills, AL 35243, United States",https://www.google.com/maps/place/Cahaba+Spirits/data=!4m7!3m6!1s0x888917646f3ee805:0x3ff3742f6d5401b9!8m2!3d33.4552267!4d-86.7362447!16s%2Fg%2F1tf7hfjc!19sChIJBeg-b2QXiYgRuQFUbS908z8?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.6,http://alabcboard.gov/,1 205-798-7114,Liquor store,Retail,2492  Palomino Ln,Birmingham,AL,35214,United States,"2492  Palomino Ln, Birmingham, AL 35214, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x8888fd75920fb50b:0x2bf3cfc4bae9f744!8m2!3d33.5819348!4d-86.9204285!16s%2Fg%2F11fjvzvd5t!19sChIJC7UPknX9iIgRRPfpusTP8ys?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
The+Vintage+Wine+Shoppe,The Vintage Wine Shoppe,4.8,http://vintagewineshoppe.net/,1 205-980-9995,Wine store,Other,201  Cahaba Park Cir,Birmingham,AL,35242,United States,"201  Cahaba Park Cir, Birmingham, AL 35242, United States",https://www.google.com/maps/place/The+Vintage+Wine+Shoppe/data=!4m7!3m6!1s0x888917b1e2aaaf1b:0x7388995bd4ad4b9d!8m2!3d33.4295171!4d-86.7064889!16s%2Fg%2F1xg5tfrz!19sChIJG6-q4rEXiYgRnUut1FuZiHM?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Classic+Wine+Company,Classic Wine Company,4.9,http://www.classicwineco.com/,1 205-871-9463,Wine store,Other,1831  28th Ave  # 110,Birmingham,AL,35209,United States,"1831  28th Ave  # 110, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Classic+Wine+Company/data=!4m7!3m6!1s0x8889197b99ff2403:0x90c8c8118ef03333!8m2!3d33.4810911!4d-86.790505!16s%2Fg%2F1tkb5wfl!19sChIJAyT_mXsZiYgRMzPwjhHIyJA?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Golden+Age+Wine,Golden Age Wine,4.7,http://www.goldenagewine.com/,1 205-848-8877,Wine store,Other,2828  Culver Rd,Birmingham,AL,35223,United States,"2828  Culver Rd, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Golden+Age+Wine/data=!4m7!3m6!1s0x888919fa484ee69f:0x1bab8200208fb0b1!8m2!3d33.4830542!4d-86.7723676!16s%2Fg%2F11h4g8tgmp!19sChIJn-ZOSPoZiYgRsbCPIACCqxs?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,4.4,http://www.alabcboard.gov/,1 205-808-9848,State liquor store,Other,2074  Springdale Ln,Birmingham,AL,35217,United States,"2074  Springdale Ln, Birmingham, AL 35217, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x8889053bd14f76bd:0xc81d26852bdd76c5!8m2!3d33.5899641!4d-86.7673427!16s%2Fg%2F1tv24xqt!19sChIJvXZP0TsFiYgRxXbdK4UmHcg?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+Select+Spirits,ABC Select Spirits,4.4,http://www.alabcboard.gov/,1 205-841-9724,State liquor store,Other,5100 E Lake Blvd,Birmingham,AL,35217,United States,"5100 E Lake Blvd, Birmingham, AL 35217, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891ab797d9fd59:0xc1e7e5a5bea3ca89!8m2!3d33.5655827!4d-86.7599836!16s%2Fg%2F11f29y40br!19sChIJWf3Zl7caiYgRicqjvqXl58E?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Hilltop+Liquor,Hilltop Liquor,4.4,,1 205-593-4606,Liquor store,Retail,790  Montgomery Hwy  # 100,Birmingham,AL,35216,United States,"790  Montgomery Hwy  # 100, Vestavia Hills, AL 35216, United States",https://www.google.com/maps/place/Hilltop+Liquor/data=!4m7!3m6!1s0x888919a2a64cb341:0x471d537d64b67553!8m2!3d33.444293!4d-86.793074!16s%2Fg%2F11ll3vxj66!19sChIJQbNMpqIZiYgRU3W2ZH1THUc?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,3.8,http://www.alabcboard.gov/,1 205-290-9286,State liquor store,Other,220 W Oxmoor Rd,Birmingham,AL,35209,United States,"220 W Oxmoor Rd, NULL, Birmingham, AL 35209, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x88891f2001a1e983:0x5e243aff0292a38!8m2!3d33.4427315!4d-86.8422264!16s%2Fg%2F1tf4ft9g!19sChIJg-mhASAfiYgROCop8K9D4gU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Grant%27s+Mills+Package,Grant's Mills Package,4.7,,1 205-538-5415,Liquor store,Retail,1200  Grants Mill Rd,Birmingham,AL,35210,United States,"1200  Grants Mill Rd, Irondale, AL 35210, United States",https://www.google.com/maps/place/Grant%27s+Mills+Package/data=!4m7!3m6!1s0x888911a1dd803dfb:0x4a94578daab9487d!8m2!3d33.5326806!4d-86.6816574!16s%2Fg%2F11kmp14g59!19sChIJ-z2A3aERiYgRfUi5qo1XlEo?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Finch+Fine+Wines,Finch Fine Wines,5.0,http://finchfinewines.com/,1 205-441-8122,Wine store,Other,2737  US-280  Suite 144,Birmingham,AL,35223,United States,"2737  US-280  Suite 144, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Finch+Fine+Wines/data=!4m7!3m6!1s0x888919ead7596b77:0x731a80282491e8a!8m2!3d33.480126!4d-86.7733585!16s%2Fg%2F11fpfxs7s5!19sChIJd2tZ1-oZiYgRih5JggKoMQc?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Hot+shot+liquor,Hot shot liquor,5.0,,,Liquor store,Retail,306  Palisades Blvd,Birmingham,AL,35209,United States,"306  Palisades Blvd, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Hot+shot+liquor/data=!4m7!3m6!1s0x888919a46edce1fb:0x7289dc9f7fca194f!8m2!3d33.4674812!4d-86.8214261!16s%2Fg%2F11x8s931sf!19sChIJ--HcbqQZiYgRTxnKf5_ciXI?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Overton+%26+Vine,Overton & Vine,4.0,,1 205-967-1409,Liquor store,Retail,3150  Overton Rd,Birmingham,AL,35223,United States,"3150  Overton Rd, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Overton+%26+Vine/data=!4m7!3m6!1s0x8889175c961872eb:0xe5796301ef688e16!8m2!3d33.4672855!4d-86.732945!16s%2Fg%2F1tdygd7g!19sChIJ63IYllwXiYgRFo5o7wFjeeU?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
Crestline+package+store,Crestline package store,3.2,,1 205-951-0327,Liquor store,Retail,4500  Montevallo Rd suite A 106,Birmingham,AL,35210,United States,"4500  Montevallo Rd suite A 106, Birmingham, AL 35210, United States",https://www.google.com/maps/place/Crestline+package+store/data=!4m7!3m6!1s0x8889108e62dc68dd:0x2b7e91010883218f!8m2!3d33.5207639!4d-86.7276472!16s%2Fg%2F11bwgw3kcm!19sChIJ3WjcYo4QiYgRjyGDCAGRfis?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
M+%26+N+Package+Store,M & N Package Store,3.9,,1 205-923-4925,Liquor store,Retail,2330  Pearson Ave,Birmingham,AL,35211,United States,"2330  Pearson Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/M+%26+N+Package+Store/data=!4m7!3m6!1s0x88891e7059ee8563:0x8606d5856304af8f!8m2!3d33.4800465!4d-86.874049!16s%2Fg%2F1x5fc3rg!19sChIJY4XuWXAeiYgRj68EY4XVBoY?authuser=0&hl=en&rclk=1,"liquor store in Birmingham, AL"
