LocationID,BusinessName,Score,URL,Contact,Type,Category,Street,City,State,Zipcode,Country,Address,MapLink,SearchQuery
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,4.5,http://www.alabcboard.gov/,1 205-785-5300,State liquor store,Other,6940  Dr M.L.K. Dr,Adamsville,AL,35064,United States,"6940  Dr M.L.K. Dr, Fairfield, AL 35064, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x8888e1e9d977d717:0x2d2b398b152cb1ac!8m2!3d33.4676661!4d-86.9154945!16s%2Fg%2F1tfpkl7t!19sChIJF9d32enhiIgRrLEsFYs5Ky0?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Third+Avenue+Package+Store,Third Avenue Package Store,3.9,,1 205-780-3999,Liquor store,Retail,1501  3rd Ave,Adamsville,AL,35208,United States,"1501  3rd Ave, Birmingham, AL 35208, United States",https://www.google.com/maps/place/Third+Avenue+Package+Store/data=!4m7!3m6!1s0x88891c3359ea06b1:0x75073062967a4620!8m2!3d33.504927!4d-86.8614159!16s%2Fg%2F1tdmfndv!19sChIJsQbqWTMciYgRIEZ6lmIwB3U?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-251-1814,State liquor store,Other,1116  3rd Ave,Adamsville,AL,35203,United States,"1116  3rd Ave, Birmingham, AL 35203, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891b8b3d11373d:0xe174c7dbab79427b!8m2!3d33.5110725!4d-86.8186943!16s%2Fg%2F1tg5vtyt!19sChIJPTcRPYsbiYgRe0J5q9vHdOE?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Fairfield+package+store+and+tobacco+shop,Fairfield package store and tobacco shop,4.3,,,Liquor store,Retail,3620  E,Adamsville,AL,35064,United States,"3620  E, Fairfield, AL 35064, United States",https://www.google.com/maps/place/Fairfield+package+store+and+tobacco+shop/data=!4m7!3m6!1s0x8888e35a81286f0b:0xde6fd07bdeb11ddd!8m2!3d33.4981851!4d-86.9090605!16s%2Fg%2F11gnpv6jkd!19sChIJC28ogVrjiIgR3R2x3nvQb94?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Select+Spirits,ABC Select Spirits,4.4,http://www.alabcboard.gov/,1 205-251-0601,State liquor store,Other,2911  7th Ave,Adamsville,AL,35233,United States,"2911  7th Ave, Birmingham, AL 35233, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891bb42c98f657:0x97297f9f450f5712!8m2!3d33.5116751!4d-86.7864896!16s%2Fg%2F11ggs9k97d!19sChIJV_aYLLQbiYgRElcPRZ9_KZc?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Highland+Package,Highland Package,4.2,http://highlandpackagestore.com/,1 205-933-3234,Liquor store,Retail,109  20th St,Adamsville,AL,35233,United States,"109  20th St, Birmingham, AL 35233, United States",https://www.google.com/maps/place/Highland+Package/data=!4m7!3m6!1s0x8889104e95eefffd:0xd6098763d70b712d!8m2!3d33.5114959!4d-86.8033244!16s%2Fg%2F1td18m2g!19sChIJ_f_ulU4QiYgRLXEL12OHCdY?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Liquor,ABC Liquor,4.4,http://alabcboard.gov/,1 205-823-1774,Liquor store,Retail,1425  Montgomery Hwy,Adamsville,AL,35216,United States,"1425  Montgomery Hwy, Birmingham, AL 35216, United States",https://www.google.com/maps/place/ABC+Liquor/data=!4m7!3m6!1s0x888918ec872918ed:0xfde98bd1752e9909!8m2!3d33.4218601!4d-86.7966631!16s%2Fg%2F1tc_rsdy!19sChIJ7Rgph-wYiYgRCZkuddGL6f0?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Tootie%27s+on+31,Tootie's on 31,4.2,,1 205-841-5571,Liquor store,Retail,925  Decatur Hwy  # 103,Adamsville,AL,35068,United States,"925  Decatur Hwy  # 103, Fultondale, AL 35068, United States",https://www.google.com/maps/place/Tootie%27s+on+31/data=!4m7!3m6!1s0x888904ebe81c54d5:0x2ee430c2bd60fa46!8m2!3d33.6027469!4d-86.7975149!16s%2Fg%2F1tp30479!19sChIJ1VQc6OsEiYgRRvpgvcIw5C4?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
HILLTOP+LIQUOR+%232,HILLTOP LIQUOR #2,4.1,,1 205-502-7453,Liquor store,Retail,1501  Pinson Valley Pkwy,Adamsville,AL,35217,United States,"1501  Pinson Valley Pkwy, Birmingham, AL 35217, United States",https://www.google.com/maps/place/HILLTOP+LIQUOR+%232/data=!4m7!3m6!1s0x888905776e955547:0xc0e44abc3cd7bcbb!8m2!3d33.5833259!4d-86.7735771!16s%2Fg%2F11rwfl5rmc!19sChIJR1WVbncFiYgRu7zXPLxK5MA?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
M+%26+N+Package+Store,M & N Package Store,3.9,,1 205-923-4925,Liquor store,Retail,2330  Pearson Ave,Adamsville,AL,35211,United States,"2330  Pearson Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/M+%26+N+Package+Store/data=!4m7!3m6!1s0x88891e7059ee8563:0x8606d5856304af8f!8m2!3d33.4800465!4d-86.874049!16s%2Fg%2F1x5fc3rg!19sChIJY4XuWXAeiYgRj68EY4XVBoY?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-941-1719,State liquor store,Other,261 W Valley Ave,Adamsville,AL,35209,United States,"261 W Valley Ave, NULL, Homewood, AL 35209, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891eb839e29025:0xe813bb9262cec6e4!8m2!3d33.4673464!4d-86.8329831!16s%2Fg%2F1tdj4zwk!19sChIJJZDiObgeiYgR5MbOYpK7E-g?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Morris+Spirits,Morris Spirits,4.4,,1 205-543-4066,Liquor store,Retail,8113  31   B,Adamsville,AL,35116,United States,"8113  31   B, Morris, AL 35116, United States",https://www.google.com/maps/place/Morris+Spirits/data=!4m7!3m6!1s0x888907cc7e07b3fd:0x2e9b2ec7609bedc7!8m2!3d33.7420676!4d-86.8107914!16s%2Fg%2F11hmpfj72w!19sChIJ_bMHfswHiYgRx-2bYMcumy4?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
M+%26+N+Package+Store,M & N Package Store,3.9,,1 205-923-4925,Liquor store,Retail,2330  Pearson Ave,Adamsville,AL,35211,United States,"2330  Pearson Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/M+%26+N+Package+Store/data=!4m7!3m6!1s0x88891e7059ee8563:0x8606d5856304af8f!8m2!3d33.4800465!4d-86.874049!16s%2Fg%2F1x5fc3rg!19sChIJY4XuWXAeiYgRj68EY4XVBoY?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABZ+Beverage,ABZ Beverage,3.6,https://www.facebook.com/pages/category/Wine--Beer---Spirits-Store/101233424926649/,1 205-945-1927,Liquor store,Retail,301  Commons Dr,Adamsville,AL,35209,United States,"301  Commons Dr, Birmingham, AL 35209, United States",https://www.google.com/maps/place/ABZ+Beverage/data=!4m7!3m6!1s0x88891f283d98b421:0x8c4e80fb8b898ecd!8m2!3d33.4419145!4d-86.8299834!16s%2Fg%2F1tgb83fd!19sChIJIbSYPSgfiYgRzY6Ji_uATow?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Select+Spirits,ABC Select Spirits,4.5,http://www.alabcboard.gov/,1 205-744-0822,State liquor store,Other,2910  Allison-Bonnett Memorial Dr  # 100,Adamsville,AL,35023,United States,"2910  Allison-Bonnett Memorial Dr  # 100, Hueytown, AL 35023, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x8888e125b2d2f317:0x969bd052aeb275a5!8m2!3d33.4527599!4d-86.9715512!16s%2Fg%2F1262ppj_0!19sChIJF_PSsiXhiIgRpXWyrlLQm5Y?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Liquor+Outlet,Liquor Outlet,4.4,,1 205-881-4140,Liquor store,Retail,3014  Allison-Bonnett Memorial Dr  # 142,Adamsville,AL,35023,United States,"3014  Allison-Bonnett Memorial Dr  # 142, Hueytown, AL 35023, United States",https://www.google.com/maps/place/Liquor+Outlet/data=!4m7!3m6!1s0x8888e1b5fe4858c9:0x4127185e1a6e4f0f!8m2!3d33.4530175!4d-86.9786874!16s%2Fg%2F11gtb7yp5c!19sChIJyVhI_rXhiIgRD09uGl4YJ0E?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
HILLTOP+LIQUOR+%232,HILLTOP LIQUOR #2,4.1,,1 205-502-7453,Liquor store,Retail,1501  Pinson Valley Pkwy,Adamsville,AL,35217,United States,"1501  Pinson Valley Pkwy, Birmingham, AL 35217, United States",https://www.google.com/maps/place/HILLTOP+LIQUOR+%232/data=!4m7!3m6!1s0x888905776e955547:0xc0e44abc3cd7bcbb!8m2!3d33.5833259!4d-86.7735771!16s%2Fg%2F11rwfl5rmc!19sChIJR1WVbncFiYgRu7zXPLxK5MA?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Tootie%27s+on+31,Tootie's on 31,4.2,,1 205-841-5571,Liquor store,Retail,925  Decatur Hwy  # 103,Adamsville,AL,35068,United States,"925  Decatur Hwy  # 103, Fultondale, AL 35068, United States",https://www.google.com/maps/place/Tootie%27s+on+31/data=!4m7!3m6!1s0x888904ebe81c54d5:0x2ee430c2bd60fa46!8m2!3d33.6027469!4d-86.7975149!16s%2Fg%2F1tp30479!19sChIJ1VQc6OsEiYgRRvpgvcIw5C4?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Hilltop+Liquor,Hilltop Liquor,4.4,,1 205-593-4606,Liquor store,Retail,790  Montgomery Hwy  # 100,Adamsville,AL,35216,United States,"790  Montgomery Hwy  # 100, Vestavia Hills, AL 35216, United States",https://www.google.com/maps/place/Hilltop+Liquor/data=!4m7!3m6!1s0x888919a2a64cb341:0x471d537d64b67553!8m2!3d33.444293!4d-86.793074!16s%2Fg%2F11ll3vxj66!19sChIJQbNMpqIZiYgRU3W2ZH1THUc?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Minor+Package,Minor Package,4.1,,1 205-867-5309,Liquor store,Retail,1486  Minor Pkwy,Adamsville,AL,35224,United States,"1486  Minor Pkwy, Birmingham, AL 35224, United States",https://www.google.com/maps/place/Minor+Package/data=!4m7!3m6!1s0x8888e2ebf58c7541:0xfbcd5e304cca8e07!8m2!3d33.5515978!4d-86.9263039!16s%2Fg%2F11bzt7xs03!19sChIJQXWM9eviiIgRB47KTDBezfs?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
LeNell%27s+Beverage+Boutique,LeNell's Beverage Boutique,4.8,https://lenells.com/,1 205-536-3557,Liquor store,Retail,1208  32nd St,Adamsville,AL,35234,United States,"1208  32nd St, Birmingham, AL 35234, United States",https://www.google.com/maps/place/LeNell%27s+Beverage+Boutique/data=!4m7!3m6!1s0x88891b0bc745d13f:0x64e176109d203953!8m2!3d33.5353614!4d-86.7984241!16s%2Fg%2F11g6hvf1z3!19sChIJP9FFxwsbiYgRUzkgnRB24WQ?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
D%26T+Package+Store+Liquor,D&T Package Store Liquor,4.3,,1 205-285-0327,Liquor store,Retail,3216  18th St,Adamsville,AL,35207,United States,"3216  18th St, Birmingham, AL 35207, United States",https://www.google.com/maps/place/D%26T+Package+Store+Liquor/data=!4m7!3m6!1s0x88891c99c1330a01:0x770c4389aaafe815!8m2!3d33.5509319!4d-86.831003!16s%2Fg%2F11f15msssn!19sChIJAQozwZkciYgRFeivqolDDHc?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Back+Street+Beverages,Back Street Beverages,4.3,,1 205-486-7371,Liquor store,Retail,2018  16th Ave,Adamsville,AL,35565,United States,"2018  16th Ave, Haleyville, AL 35565, United States",https://www.google.com/maps/place/Back+Street+Beverages/data=!4m7!3m6!1s0x8887e3f9844391cb:0xb5e69044e1098fcd!8m2!3d34.2278774!4d-87.6141013!16s%2Fg%2F11bwfk8twx!19sChIJy5FDhPnjh4gRzY8J4USQ5rU?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+SELECT+SPIRITS,ABC SELECT SPIRITS,4.4,http://www.alabcboard.gov/,1 205-808-9848,State liquor store,Other,2074  Springdale Ln,Adamsville,AL,35217,United States,"2074  Springdale Ln, Birmingham, AL 35217, United States",https://www.google.com/maps/place/ABC+SELECT+SPIRITS/data=!4m7!3m6!1s0x8889053bd14f76bd:0xc81d26852bdd76c5!8m2!3d33.5899641!4d-86.7673427!16s%2Fg%2F1tv24xqt!19sChIJvXZP0TsFiYgRxXbdK4UmHcg?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
ABC+Select+Spirits,ABC Select Spirits,4.4,http://www.alabcboard.gov/,1 205-841-9724,State liquor store,Other,5100 E Lake Blvd,Adamsville,AL,35217,United States,"5100 E Lake Blvd, Birmingham, AL 35217, United States",https://www.google.com/maps/place/ABC+Select+Spirits/data=!4m7!3m6!1s0x88891ab797d9fd59:0xc1e7e5a5bea3ca89!8m2!3d33.5655827!4d-86.7599836!16s%2Fg%2F11f29y40br!19sChIJWf3Zl7caiYgRicqjvqXl58E?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Fairfield+package+store+and+tobacco+shop,Fairfield package store and tobacco shop,4.3,,,Liquor store,Retail,3620  E,Adamsville,AL,35064,United States,"3620  E, Fairfield, AL 35064, United States",https://www.google.com/maps/place/Fairfield+package+store+and+tobacco+shop/data=!4m7!3m6!1s0x8888e35a81286f0b:0xde6fd07bdeb11ddd!8m2!3d33.4981851!4d-86.9090605!16s%2Fg%2F11gnpv6jkd!19sChIJC28ogVrjiIgR3R2x3nvQb94?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Village+Spirits,Village Spirits,4.4,,1 205-951-3810,Liquor store,Retail,1815  Crestwood Blvd,Adamsville,AL,35210,United States,"1815  Crestwood Blvd, Irondale, AL 35210, United States",https://www.google.com/maps/place/Village+Spirits/data=!4m7!3m6!1s0x88891054f1b10509:0x633fd1d2afa18b43!8m2!3d33.532786!4d-86.7035124!16s%2Fg%2F1v_nd88r!19sChIJCQWx8VQQiYgRQ4uhr9LRP2M?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
11th+Avenue+Package+Store,11th Avenue Package Store,4.3,,1 205-251-6622,Liquor store,Retail,1150  11th Ave,Adamsville,AL,35205,United States,"1150  11th Ave, Birmingham, AL 35205, United States",https://www.google.com/maps/place/11th+Avenue+Package+Store/data=!4m7!3m6!1s0x88891be449a62f15:0xd4a603c3f9e0030f!8m2!3d33.4952232!4d-86.8088041!16s%2Fg%2F12ll2sdbg!19sChIJFS-mSeQbiYgRDwPg-cMDptQ?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Hot+shot+liquor,Hot shot liquor,5.0,,,Liquor store,Retail,306  Palisades Blvd,Adamsville,AL,35209,United States,"306  Palisades Blvd, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Hot+shot+liquor/data=!4m7!3m6!1s0x888919a46edce1fb:0x7289dc9f7fca194f!8m2!3d33.4674812!4d-86.8214261!16s%2Fg%2F11x8s931sf!19sChIJ--HcbqQZiYgRTxnKf5_ciXI?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Pleasure+Is+All+Wine,Pleasure Is All Wine,4.8,http://piaw.shop/,1 205-490-1993,Wine store,Other,1581  Montgomery Hwy,Adamsville,AL,35216,United States,"1581  Montgomery Hwy, Hoover, AL 35216, United States",https://www.google.com/maps/place/Pleasure+Is+All+Wine/data=!4m7!3m6!1s0x888923bc8333e729:0x9ebce72e04ba573b!8m2!3d33.4020151!4d-86.8056826!16s%2Fm%2F0n9k1g9!19sChIJKeczg7wjiYgRO1e6BC7nvJ4?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Valley+Spring+Package+Store%2FS%26S+Smoke+Shop,Valley Spring Package Store/S&S Smoke Shop,4.2,,1 205-916-0808,Liquor store,Retail,700  Valley Ave  # A,Adamsville,AL,35209,United States,"700  Valley Ave  # A, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Valley+Spring+Package+Store%2FS%26S+Smoke+Shop/data=!4m7!3m6!1s0x88891951e2048141:0xfe53ff709580bfea!8m2!3d33.4761042!4d-86.8160923!16s%2Fg%2F11ddwy6vkc!19sChIJQYEE4lEZiYgR6r-AlXD_U_4?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Elmwood+Package+Store,Elmwood Package Store,4.0,,1 205-923-4925,Liquor store,Retail,345  6th Ave,Adamsville,AL,35211,United States,"345  6th Ave, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Elmwood+Package+Store/data=!4m7!3m6!1s0x88891c1e45fb3dab:0xaded3869a6a729df!8m2!3d33.4896342!4d-86.8389616!16s%2Fg%2F11f3zyj_4g!19sChIJqz37RR4ciYgR3ymnpmk47a0?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Classic+Wine+Company,Classic Wine Company,4.9,http://www.classicwineco.com/,1 205-871-9463,Wine store,Other,1831  28th Ave  # 110,Adamsville,AL,35209,United States,"1831  28th Ave  # 110, Birmingham, AL 35209, United States",https://www.google.com/maps/place/Classic+Wine+Company/data=!4m7!3m6!1s0x8889197b99ff2403:0x90c8c8118ef03333!8m2!3d33.4810911!4d-86.790505!16s%2Fg%2F1tkb5wfl!19sChIJAyT_mXsZiYgRMzPwjhHIyJA?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
L+%26+B+Package+Store,L & B Package Store,5.0,,1 205-255-6119,Liquor store,Retail,2200  78,Adamsville,AL,35148,United States,"2200  78, Sumiton, AL 35148, United States",https://www.google.com/maps/place/L+%26+B+Package+Store/data=!4m7!3m6!1s0x8888f70050d42911:0x99984ee1e3ac7c97!8m2!3d33.7565216!4d-87.062555!16s%2Fg%2F11wt_ftsfn!19sChIJESnUUAD3iIgRl3ys4-FOmJk?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Vestavia+Package+Store,Vestavia Package Store,4.6,,1 205-823-8295,Liquor store,Retail,2970  Columbiana Rd,Adamsville,AL,35216,United States,"2970  Columbiana Rd, Birmingham, AL 35216, United States",https://www.google.com/maps/place/Vestavia+Package+Store/data=!4m7!3m6!1s0x888918bedbf55519:0xf8c24dddf22cd27d!8m2!3d33.4159418!4d-86.8064655!16s%2Fg%2F11c3svs8x4!19sChIJGVX1274YiYgRfdIs8t1Nwvg?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Hop+City+Beer+%26+Wine+Birmingham,Hop City Beer & Wine Birmingham,4.8,https://www.hopcitybeer.com/birmingham/,1 205-279-2337,Beer store,Other,2924  3rd Ave,Adamsville,AL,35233,United States,"2924  3rd Ave, Birmingham, AL 35233, United States",https://www.google.com/maps/place/Hop+City+Beer+%26+Wine+Birmingham/data=!4m7!3m6!1s0x88891bb102b46575:0x39ecc7af01618117!8m2!3d33.5167405!4d-86.7894615!16s%2Fg%2F1hg4s4jrs!19sChIJdWW0ArEbiYgRF4FhAa_H7Dk?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Hot+%26+Colds+Package+LLC,Hot & Colds Package LLC,4.2,https://www.facebook.com/Hot-Colds-Package-LLC-132280240149399/,1 205-680-4022,Liquor store,Retail,6662  AL-75,Adamsville,AL,35126,United States,"6662  AL-75, Pinson, AL 35126, United States",https://www.google.com/maps/place/Hot+%26+Colds+Package+LLC/data=!4m7!3m6!1s0x8889090d35ff48e5:0xf6460c0f573fd7eb!8m2!3d33.6980869!4d-86.6821373!16s%2Fg%2F1tdkyfy7!19sChIJ5Uj_NQ0JiYgR69c_Vw8MRvY?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Goldwire+Beverage+Shop,Goldwire Beverage Shop,4.7,,1 205-328-1584,Beer store,Other,613  Goldwire St  D,Adamsville,AL,35211,United States,"613  Goldwire St  D, Birmingham, AL 35211, United States",https://www.google.com/maps/place/Goldwire+Beverage+Shop/data=!4m7!3m6!1s0x88891c1daf312d41:0x9b6ef38ab0a14792!8m2!3d33.4899738!4d-86.8349651!16s%2Fg%2F1tdw47cy!19sChIJQS0xrx0ciYgRkkehsIrzbps?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
CHELSEA+BLUES+LIQUOR,CHELSEA BLUES LIQUOR,5.0,https://cbliquor.com/,1 205-508-3655,Liquor store,Retail,7274  Gadsden Hwy UNIT 108,Adamsville,AL,35173,United States,"7274  Gadsden Hwy UNIT 108, Trussville, AL 35173, United States",https://www.google.com/maps/place/CHELSEA+BLUES+LIQUOR/data=!4m7!3m6!1s0x888973904dda61a9:0x716952e7b36e2c3e!8m2!3d33.641141!4d-86.5796964!16s%2Fg%2F11ly_v9pfm!19sChIJqWHaTZBziYgRPixus-dSaXE?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
Golden+Age+Wine,Golden Age Wine,4.7,http://www.goldenagewine.com/,1 205-848-8877,Wine store,Other,2828  Culver Rd,Adamsville,AL,35223,United States,"2828  Culver Rd, Mountain Brook, AL 35223, United States",https://www.google.com/maps/place/Golden+Age+Wine/data=!4m7!3m6!1s0x888919fa484ee69f:0x1bab8200208fb0b1!8m2!3d33.4830542!4d-86.7723676!16s%2Fg%2F11h4g8tgmp!19sChIJn-ZOSPoZiYgRsbCPIACCqxs?authuser=0&hl=en&rclk=1,"liquor store in Adamsville, AL"
