LocationID,BusinessName,Score,URL,Contact,Type,Category,Street,City,State,Zipcode,Country,Address,MapLink,SearchQuery
Miami+Merchandise+Mall,Miami Merchandise Mall,4.2,http://www.miamimerchandisemall.com/,1 305-261-3800,Shopping mall,Other,711 NW 72nd Ave,Miami,FL,33126,United States,"711 NW 72nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Miami+Merchandise+Mall/data=!4m7!3m6!1s0x88d9b9a5338aa655:0xc335c634433c65ca!8m2!3d25.7783288!4d-80.3099979!16s%2Fg%2F11cmw37dxn!19sChIJVaaKM6W52YgRymU8QzTGNcM?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Upper+Buena+Vista,Upper Buena Vista,4.7,http://www.upperbuenavista.com/,1 305-539-9555,Shopping mall,Other,5040 NE 2nd Ave,Miami,FL,33137,United States,"5040 NE 2nd Ave, Miami, FL 33137, United States",https://www.google.com/maps/place/Upper+Buena+Vista/data=!4m7!3m6!1s0x88d9b12ab40ade7f:0x84edfc9a8035cb61!8m2!3d25.821896!4d-80.191909!16s%2Fg%2F11ghf6j1gc!19sChIJf94KtCqx2YgRYcs1gJr87YQ?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Brickell+shopping,Brickell shopping,4.7,,,Shopping mall,Other,729 S Miami Ave,Miami,FL,33130,United States,"729 S Miami Ave, Miami, FL 33130, United States",https://www.google.com/maps/place/Brickell+shopping/data=!4m7!3m6!1s0x88d9b7e98554908b:0x6640f59612822ff!8m2!3d25.7667766!4d-80.1931347!16s%2Fg%2F11mk478gyy!19sChIJi5BUhem32YgR_yIoYVkPZAY?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Centro+City+Plaza,Centro City Plaza,4.3,https://www.centrocityplaza.com/,,Shopping mall,Other,3825 NW 7th St,Miami,FL,33126,United States,"3825 NW 7th St, Miami, FL 33126, United States",https://www.google.com/maps/place/Centro+City+Plaza/data=!4m7!3m6!1s0x88d9b76ba30bc37d:0x533c44eed4d8bfac!8m2!3d25.7799561!4d-80.2587927!16s%2Fg%2F1trrd_q4!19sChIJfcMLo2u32YgRrL_Y1O5EPFM?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Ultramont+Mall,Ultramont Mall,4.2,,,Shopping mall,Other,100 SE 1st St,Miami,FL,33131,United States,"100 SE 1st St, Miami, FL 33131, United States",https://www.google.com/maps/place/Ultramont+Mall/data=!4m7!3m6!1s0x88d9b69c144cfe0d:0xade25bcfad69f3d8!8m2!3d25.7728192!4d-80.1912117!16s%2Fg%2F1tm89720!19sChIJDf5MFJy22YgR2PNprc9b4q0?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Dadeland+Mall,Dadeland Mall,4.6,https://www.simon.com/mall/dadeland-mall,1 305-665-6226,Shopping mall,Other,7535 N Kendall Dr,Miami,FL,33156,United States,"7535 N Kendall Dr, Miami, FL 33156, United States",https://www.google.com/maps/place/Dadeland+Mall/data=!4m7!3m6!1s0x88d9c7a313cb7acd:0x1cc60c3844fa1968!8m2!3d25.6905453!4d-80.3124946!16zL20vMGJ0eTdx!19sChIJzXrLE6PH2YgRaBn6RDgMxhw?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Coral+Way+Shopping+Center,Coral Way Shopping Center,4.4,,,Shopping mall,Other,8415  Coral Wy,Miami,FL,33155,United States,"8415  Coral Wy, Miami, FL 33155, United States",https://www.google.com/maps/place/Coral+Way+Shopping+Center/data=!4m7!3m6!1s0x88d9b8ed99692be7:0xba9fc00159c3b046!8m2!3d25.7489211!4d-80.3321922!16s%2Fg%2F1tsjffst!19sChIJ5ytpme242YgRRrDDWQHAn7o?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Brickell+shopping,Brickell shopping,4.7,,,Shopping mall,Other,729 S Miami Ave,Miami,FL,33130,United States,"729 S Miami Ave, Miami, FL 33130, United States",https://www.google.com/maps/place/Brickell+shopping/data=!4m7!3m6!1s0x88d9b7e98554908b:0x6640f59612822ff!8m2!3d25.7667766!4d-80.1931347!16s%2Fg%2F11mk478gyy!19sChIJi5BUhem32YgR_yIoYVkPZAY?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Flagler+Plaza,Flagler Plaza,4.5,,,Shopping mall,Other,241 NW 82nd Ave,Miami,FL,33126,United States,"241 NW 82nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Flagler+Plaza/data=!4m7!3m6!1s0x88d9b90413081abf:0xc39f619dfd2ece5!8m2!3d25.77284!4d-80.3280283!16s%2Fg%2F11h1j1n5qf!19sChIJvxoIEwS52YgR5ezS3xn2OQw?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Flagler+Plaza,Flagler Plaza,4.4,,,Shopping mall,Other,7101 W Flagler St,Miami,FL,33144,United States,"7101 W Flagler St, Miami, FL 33144, United States",https://www.google.com/maps/place/Flagler+Plaza/data=!4m7!3m6!1s0x88d9b90791d447bf:0xb833620dae3a7bd8!8m2!3d25.7707949!4d-80.3104317!16s%2Fg%2F1261vtwc3!19sChIJv0fUkQe52YgR2Hs6rg1iM7g?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
International+Shopping+Plaza,International Shopping Plaza,4.4,,,Shopping mall,Other,NW 7th St,Miami,FL,33126,United States,"NW 7th St, Miami, FL 33126, United States",https://www.google.com/maps/place/International+Shopping+Plaza/data=!4m7!3m6!1s0x88d9b763f7e77c65:0xddba2e0a6b228436!8m2!3d25.7790415!4d-80.2713843!16s%2Fg%2F11h874_38k!19sChIJZXzn92O32YgRNoQiawouut0?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Shoppes+of+Liberty+City,Shoppes of Liberty City,4.2,http://redevco.org/cfiles/l_libertycity.cfm,,Shopping mall,Other,1100 NW 54th St,Miami,FL,33127,United States,"1100 NW 54th St, Miami, FL 33127, United States",https://www.google.com/maps/place/Shoppes+of+Liberty+City/data=!4m7!3m6!1s0x88d9b13ea6375813:0x61e6b4d83a533765!8m2!3d25.8233391!4d-80.2151218!16s%2Fg%2F1td6bpc8!19sChIJE1g3pj6x2YgRZTdTOti05mE?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
The+Falls,The Falls,4.6,https://www.simon.com/mall/the-falls,1 305-255-4570,Shopping mall,Other,8888 SW 136th St,Miami,FL,33176,United States,"8888 SW 136th St, Miami, FL 33176, United States",https://www.google.com/maps/place/The+Falls/data=!4m7!3m6!1s0x88d9c6941461786f:0x5c2b6c29d1f5ef05!8m2!3d25.6447287!4d-80.3383436!16zL20vMGNka3Rm!19sChIJb3hhFJTG2YgRBe_10SlsK1w?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Mall+at+163rd+Street,Mall at 163rd Street,3.9,,1 610-215-7939,Shopping mall,Other,1205 NE 163rd St,Miami,FL,33162,United States,"1205 NE 163rd St, Miami, FL 33162, United States",https://www.google.com/maps/place/Mall+at+163rd+Street/data=!4m7!3m6!1s0x88d9adb8c01e713d:0xaaa2d200115ac64d!8m2!3d25.9258853!4d-80.1754811!16s%2Fm%2F027_9xl!19sChIJPXEewLit2YgRTcZaEQDSoqo?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Airpark+Plaza,Airpark Plaza,4.4,,,Shopping mall,Other,5715 NW 7th St,Miami,FL,33126,United States,"5715 NW 7th St, Miami, FL 33126, United States",https://www.google.com/maps/place/Airpark+Plaza/data=!4m7!3m6!1s0x88d9b9c4e957c12f:0x562e3e2f3a6ee4eb!8m2!3d25.7791266!4d-80.289545!16s%2Fg%2F1vmr258g!19sChIJL8FX6cS52YgR6-RuOi8-LlY?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Caracas+Shopping+Center,Caracas Shopping Center,4.2,,,Shopping mall,Other,4795 SW 8th St,Miami,FL,33134,United States,"4795 SW 8th St, Miami, FL 33134, United States",https://www.google.com/maps/place/Caracas+Shopping+Center/data=!4m7!3m6!1s0x88d9b77f16af2ed1:0xddff2966b22fb1d1!8m2!3d25.7644068!4d-80.2730754!16s%2Fg%2F11fnp0rvhf!19sChIJ0S6vFn-32YgR0bEvsmYp_90?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Granada+Plaza,Granada Plaza,4.3,,,Shopping mall,Other,4801 SW 8th St,Miami,FL,33134,United States,"4801 SW 8th St, Miami, FL 33134, United States",https://www.google.com/maps/place/Granada+Plaza/data=!4m7!3m6!1s0x88d9b77fa4b8bb99:0xb11ae1f3b868a3a2!8m2!3d25.7642691!4d-80.2739803!16s%2Fg%2F1tz76sjx!19sChIJmbu4pH-32YgRoqNouPPhGrE?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Porto+Bello+Shopping+Center,Porto Bello Shopping Center,4.4,,,Shopping mall,Other,1665 NW 27th Ave,Miami,FL,33125,United States,"1665 NW 27th Ave, Miami, FL 33125, United States",https://www.google.com/maps/place/Porto+Bello+Shopping+Center/data=!4m7!3m6!1s0x88d9b7246c147545:0x12d661b03c28df7!8m2!3d25.7905556!4d-80.2391667!16s%2Fg%2F1th5k7_6!19sChIJRXUUbCS32YgR943CAxtmLQE?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
The+Shops+at+Flagler+and+Douglas,The Shops at Flagler and Douglas,4.4,https://google.com/url?q=https://business.google.com/website_shared/launch_bw.html?f=https://amzn.to/4jHDQyG,,Shopping mall,Other,W Flagler St,Miami,FL,33134,United States,"W Flagler St, Miami, FL 33134, United States",https://www.google.com/maps/place/The+Shops+at+Flagler+and+Douglas/data=!4m7!3m6!1s0x88d9b7728f28bf39:0x3d5865673c5c5481!8m2!3d25.7721505!4d-80.2566999!16s%2Fg%2F1thqbnk0!19sChIJOb8oj3K32YgRgVRcPGdlWD0?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Northside+Shopping+Center,Northside Shopping Center,4.3,,1 305-696-2320,Shopping mall,Other,7900 NW 27th Ave,Miami,FL,33147,United States,"7900 NW 27th Ave, Miami, FL 33147, United States",https://www.google.com/maps/place/Northside+Shopping+Center/data=!4m7!3m6!1s0x88d9b0f0ad04f4a9:0xe42caca3d602081d!8m2!3d25.84832!4d-80.243571!16s%2Fg%2F11hdjzl2kb!19sChIJqfQErfCw2YgRHQgC1qOsLOQ?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Atlas+Plaza,Atlas Plaza,4.5,,,Shopping mall,Other,130 NE 40th St,Miami,FL,33137,United States,"130 NE 40th St, Miami, FL 33137, United States",https://www.google.com/maps/place/Atlas+Plaza/data=!4m7!3m6!1s0x88d9b1572e420bff:0x68b775d16bcd99b5!8m2!3d25.8132782!4d-80.1926435!16s%2Fg%2F11gr4jfxdb!19sChIJ_wtCLlex2YgRtZnNa9F1t2g?authuser=0&hl=en&rclk=1,"mall in Miami, FL"
Stop+n+Shop,Stop n Shop,4.6,,,Convenience store,Retail,49 NE 2nd Ave,Miami,FL,33132,United States,"49 NE 2nd Ave, Miami, FL 33132, United States",https://www.google.com/maps/place/Stop+n+Shop/data=!4m7!3m6!1s0x88d9b69eca050771:0xc8b1d2d4de67b5b0!8m2!3d25.7751111!4d-80.1901464!16s%2Fg%2F1td211kn!19sChIJcQcFyp622YgRsLVn3tTSscg?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Get+N+Go+24hr+Convenience+Store,Get N Go 24hr Convenience Store,5.0,,1 786-932-9874,Convenience store,Retail,1750 N Bayshore Dr  # 108,Miami,FL,33132,United States,"1750 N Bayshore Dr  # 108, Miami, FL 33132, United States",https://www.google.com/maps/place/Get+N+Go+24hr+Convenience+Store/data=!4m7!3m6!1s0x88d9b52d956d09af:0x74a5b1d552915cc2!8m2!3d25.7927533!4d-80.1871142!16s%2Fg%2F11ssd8gtdp!19sChIJrwltlS212YgRwlyRUtWxpXQ?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
D+Market+Place+Brickell+Convenience+Store,D Market Place Brickell Convenience Store,4.7,,1 786-285-5626,Convenience store,Retail,41 SE 5th St,Miami,FL,33131,United States,"41 SE 5th St, Miami, FL 33131, United States",https://www.google.com/maps/place/D+Market+Place+Brickell+Convenience+Store/data=!4m7!3m6!1s0x88d9b75abf057873:0x39d4a4286de96e3a!8m2!3d25.7689999!4d-80.191845!16s%2Fg%2F11qn3zf195!19sChIJc3gFv1q32YgROm7pbSik1Dk?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
7-Eleven,7-Eleven,2.1,https://www.7-eleven.com/locations/fl/miami/133-ne-2nd-ave-35002?utm_source=G&utm_medium=local&utm_campaign=google-local,1 786-472-3644,Convenience store,Retail,133 NE 2nd Ave  CU1,Miami,FL,33132,United States,"133 NE 2nd Ave  CU1, Miami, FL 33132, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b69bfcb32205:0x58f0af851e05808c!8m2!3d25.7760221!4d-80.1899911!16s%2Fg%2F1ptx1t54_!19sChIJBSKz_Ju22YgRjIAFHoWv8Fg?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
7-Eleven,7-Eleven,2.6,https://www.7-eleven.com/locations/fl/miami/812-8th-st-34566?utm_source=G&utm_medium=local&utm_campaign=google-local,1 305-854-7011,Convenience store,Retail,812 SW 8th St,Miami,FL,33130,United States,"812 SW 8th St, Miami, FL 33130, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b68cf2105a95:0x949da2e9d35177bf!8m2!3d25.7655986!4d-80.2076865!16s%2Fg%2F1hc2hdf00!19sChIJlVoQ8oy22YgRv3dR0-minZQ?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Biscayne+Triangle,Biscayne Triangle,4.5,,1 786-431-1206,Convenience store,Retail,5402  Biscayne Blvd,Miami,FL,33137,United States,"5402  Biscayne Blvd, Miami, FL 33137, United States",https://www.google.com/maps/place/Biscayne+Triangle/data=!4m7!3m6!1s0x88d9b3e01889f38d:0x398ea103e2df7ca2!8m2!3d25.8257808!4d-80.1871814!16s%2Fg%2F1hc4rr5f8!19sChIJjfOJGOCz2YgRonzf4gOhjjk?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Kwik+Stop,Kwik Stop,3.0,,1 786-536-6902,Convenience store,Retail,6101 NE 4th Ct,Miami,FL,33137,United States,"6101 NE 4th Ct, Miami, FL 33137, United States",https://www.google.com/maps/place/Kwik+Stop/data=!4m7!3m6!1s0x88d9b3df559b040f:0xec0c8e74e9bdd268!8m2!3d25.832807!4d-80.1871955!16s%2Fg%2F125_yxq9m!19sChIJDwSbVd-z2YgRaNK96XSODOw?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
On+The+Run+-+Convenience+Store,On The Run - Convenience Store,2.6,https://www.ontherun.com/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,1 305-324-8453,Convenience store,Retail,1650 NW 20th St,Miami,FL,33125,United States,"1650 NW 20th St, Miami, FL 33125, United States",https://www.google.com/maps/place/On+The+Run+-+Convenience+Store/data=!4m7!3m6!1s0x88d9b6d07718e8cf:0xd29b79399605a5fc!8m2!3d25.7944525!4d-80.2229094!16s%2Fg%2F1q5gjzp0c!19sChIJz-gYd9C22YgR_KUFljl5m9I?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Quick+Stop,Quick Stop,4.1,,1 305-751-3742,Convenience store,Retail,350 NW 79th St,Miami,FL,33150,United States,"350 NW 79th St, Miami, FL 33150, United States",https://www.google.com/maps/place/Quick+Stop/data=!4m7!3m6!1s0x88d9b176bdb07fad:0xe9ca5df038b7ecc3!8m2!3d25.847037!4d-80.2032978!16s%2Fg%2F1tdxr7_4!19sChIJrX-wvXax2YgRw-y3OPBdyuk?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Mi+Pana+Convenience+Store,Mi Pana Convenience Store,4.6,,1 305-456-6218,Convenience store,Retail,3814 NW 2nd Ave,Miami,FL,33127,United States,"3814 NW 2nd Ave, Miami, FL 33127, United States",https://www.google.com/maps/place/Mi+Pana+Convenience+Store/data=!4m7!3m6!1s0x88d9b14e3bf5a681:0x8f4c22e96019ad45!8m2!3d25.8120531!4d-80.1996348!16s%2Fg%2F11fzgkl6w9!19sChIJgab1O06x2YgRRa0ZYOkiTI8?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
7-Eleven,7-Eleven,2.7,https://www.7-eleven.com/locations/fl/miami/1099-sw-1st-ave-35022?utm_source=G&utm_medium=local&utm_campaign=google-local,1 305-350-9859,Convenience store,Retail,1099 SW 1st Ave,Miami,FL,33130,United States,"1099 SW 1st Ave, Miami, FL 33130, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b684248f2cd9:0xa83b5322d543c1df!8m2!3d25.7636496!4d-80.1950238!16s%2Fg%2F12mkz7n3b!19sChIJ2SyPJIS22YgR38FD1SJTO6g?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Stop+N+Save+Food+Market,Stop N Save Food Market,4.0,,1 786-953-6661,Grocery store,Other,2500 NE 2nd Ave,Miami,FL,33137,United States,"2500 NE 2nd Ave, Miami, FL 33137, United States",https://www.google.com/maps/place/Stop+N+Save+Food+Market/data=!4m7!3m6!1s0x88d9b6ab0835ea39:0x7e60bc994a01eea1!8m2!3d25.800935!4d-80.191151!16s%2Fg%2F11cmv1z13n!19sChIJOeo1CKu22YgRoe4BSpm8YH4?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
7-Eleven,7-Eleven,3.7,https://www.7-eleven.com/locations/fl/miami/735-nw-12th-ave-37121?utm_source=G&utm_medium=local&utm_campaign=google-local,1 305-549-5570,Convenience store,Retail,735 NW 12th Ave,Miami,FL,33136,United States,"735 NW 12th Ave, Miami, FL 33136, United States",https://www.google.com/maps/place/7-Eleven/data=!4m7!3m6!1s0x88d9b6ea17713e69:0xd224dcf9f4536d5c!8m2!3d25.7806979!4d-80.2144847!16s%2Fg%2F11btsvhdvp!19sChIJaT5xF-q22YgRXG1T9PncJNI?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
FLY+BUY+Convenience+Store,FLY BUY Convenience Store,4.6,http://flybuycs.com/,1 305-443-2599,Convenience store,Retail,2859  Bird Ave Suite 1L,Miami,FL,33133,United States,"2859  Bird Ave Suite 1L, Miami, FL 33133, United States",https://www.google.com/maps/place/FLY+BUY+Convenience+Store/data=!4m7!3m6!1s0x88d9b7c9c447aee3:0xeae201bc2aaada8e!8m2!3d25.7357358!4d-80.2396426!16s%2Fg%2F119tl43x7!19sChIJ465HxMm32YgRjtqqKrwB4uo?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Miami+Food+Store,Miami Food Store,3.9,,,Grocery store,Other,1801 NW 17th Ave,Miami,FL,33125,United States,"1801 NW 17th Ave, Miami, FL 33125, United States",https://www.google.com/maps/place/Miami+Food+Store/data=!4m7!3m6!1s0x88d9b759aa78b8bb:0x94d8f7e89f2de439!8m2!3d25.7923175!4d-80.2230254!16s%2Fg%2F11jn_tb20w!19sChIJu7h4qlm32YgROeQtn-j32JQ?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Tripadvisor,Tripadvisor,5.0,,,Convenience store,Retail,1400 NW 12th Ave,Miami,FL,33136,United States,"1400 NW 12th Ave, Miami, FL 33136, United States",https://www.google.com/maps/place/Tripadvisor/data=!4m7!3m6!1s0x88d9b73e42e180e3:0xef76f53e405c32f3!8m2!3d25.7887037!4d-80.2158355!16s%2Fg%2F11twhkl5cw!19sChIJ44DhQj632YgR8zJcQD71du8?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Le+Jeune+Market+%26+Smoke+Shop,Le Jeune Market & Smoke Shop,4.6,,1 305-444-4234,Convenience store,Retail,298 NW 42nd Ave,Miami,FL,33126,United States,"298 NW 42nd Ave, Miami, FL 33126, United States",https://www.google.com/maps/place/Le+Jeune+Market+%26+Smoke+Shop/data=!4m7!3m6!1s0x88d9b76fbf17e411:0x59a3aa40d3159954!8m2!3d25.7750409!4d-80.2642154!16s%2Fg%2F1tdbrn_x!19sChIJEeQXv2-32YgRVJkV00Cqo1k?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Food+Stop,Food Stop,4.3,,1 305-835-9873,Convenience store,Retail,6900 NW 7th Ave,Miami,FL,33150,United States,"6900 NW 7th Ave, Miami, FL 33150, United States",https://www.google.com/maps/place/Food+Stop/data=!4m7!3m6!1s0x88d9b16d24a8a703:0x66a7927cc0644507!8m2!3d25.8382497!4d-80.2089323!16s%2Fg%2F1v7tm5bx!19sChIJA6eoJG2x2YgRB0VkwHySp2Y?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Mi+Pana+Convenience+Store,Mi Pana Convenience Store,4.6,,1 305-456-6218,Convenience store,Retail,3814 NW 2nd Ave,Miami,FL,33127,United States,"3814 NW 2nd Ave, Miami, FL 33127, United States",https://www.google.com/maps/place/Mi+Pana+Convenience+Store/data=!4m7!3m6!1s0x88d9b14e3bf5a681:0x8f4c22e96019ad45!8m2!3d25.8120531!4d-80.1996348!16s%2Fg%2F11fzgkl6w9!19sChIJgab1O06x2YgRRa0ZYOkiTI8?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Asha+Quick+Mart+Inc,Asha Quick Mart Inc,3.0,,1 305-754-5031,Convenience store,Retail,7791  Biscayne Blvd,Miami,FL,33138,United States,"7791  Biscayne Blvd, Miami, FL 33138, United States",https://www.google.com/maps/place/Asha+Quick+Mart+Inc/data=!4m7!3m6!1s0x88d9b3d455428cfd:0x25f2d1af240c2cd3!8m2!3d25.8468544!4d-80.1842555!16s%2Fg%2F1tfbtpcm!19sChIJ_YxCVdSz2YgR0ywMJK_R8iU?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
Circle+K,Circle K,2.8,https://www.circlek.com/store-locator/US/miami/4690-w-flagler-st/2655879?utm_source=google&utm_medium=local&utm_campaign=google-local,1 786-636-8260,Convenience store,Retail,4690 W Flagler St,Miami,FL,33134,United States,"4690 W Flagler St, Miami, FL 33134, United States",https://www.google.com/maps/place/Circle+K/data=!4m7!3m6!1s0x88d9b77c80e4aa1f:0xdba05f73ab2507e!8m2!3d25.7712832!4d-80.2713779!16s%2Fg%2F11gfd22vrk!19sChIJH6rkgHy32YgRflCyOvcFug0?authuser=0&hl=en&rclk=1,"convenience store in Miami, FL"
